time	f0
0.09	163.16
0.1	158.95
0.11	158.35
0.12	161.11
0.13	160.62
0.14	160.16
0.15	160.41
0.16	163.32
0.17	163.16
0.18	163.92
0.19	167.21
0.2	165.81
0.21	164.21
0.22	163
0.23	162.51
0.24	160.25
0.25	158.54
0.26	158.02
0.27	157.97
0.28	159.12
0.29	156.19
0.3	160.32
0.31	164.93
0.32	166.86
0.33	204.98
0.34	181.83
0.35	186.4
0.36	185.95
0.37	187.14
0.38	188.97
0.39	190.38
0.4	192.65
0.41	189.78
0.42	193.76
0.43	194.66
0.44	194.26
0.45	193.85
0.46	193.7
0.47	192.84
0.48	190.05
0.49	186.66
0.5	182.51
0.51	178.71
0.52	172.76
0.53	169.77
0.54	162.17
0.55	165.07
0.56	167.13
0.57	166.92
0.58	183.38
0.66	154.67
0.67	151.32
0.68	149.71
0.69	144.93
0.7	143.42
0.71	141.86
0.72	141.37
0.73	127.34
0.74	159.91
0.75	165.11
0.76	153.66
0.77	147.86
0.78	140.98
0.79	144.48
0.8	142.45
3.2	164.58
3.21	167.35
3.22	167.37
3.23	168.23
3.24	169.42
3.25	170.46
3.26	171.27
3.27	171.1
3.28	171.05
3.29	170.8
3.3	169.96
3.31	168.65
3.32	167.17
3.33	165.06
3.34	163.13
3.35	161
3.36	159.31
3.37	158.35
3.38	156.16
3.39	154.58
3.4	152.74
3.41	148.36
3.42	145.66
3.43	142.99
3.44	138.88
3.45	136.5
3.46	133.02
3.47	131.21
3.48	128.09
3.49	125.77
3.5	128.98
3.51	121.56
3.7	171.38
3.71	171.99
3.72	172.18
4.46	288.95
4.47	287.46
4.48	290.31
4.58	166.88
4.59	164.65
4.6	164.04
4.61	164.66
4.62	165.77
4.63	166.08
4.64	165.53
4.65	164.94
4.66	163.15
4.67	161.74
4.68	158.96
4.69	156.13
4.7	153.03
4.71	151.33
4.72	146.46
4.73	143.55
4.74	141.04
4.75	139.09
4.76	135.31
4.77	134.92
4.78	131.77
4.79	131.45
4.98	122.87
4.99	122.29
5	125.32
5.01	124.21
5.02	128.12
5.03	128.6
5.04	132.68
5.05	136.39
5.06	138.93
5.07	129.02
5.08	128.05
5.09	129.4
5.45	121.95
5.46	120.96
5.47	121.05
5.48	121.69
5.49	121.55
5.5	123.83
5.51	128.02
5.52	130.27
5.53	130.69
5.57	150.38
5.58	148.39
5.59	150.64
5.6	154.09
5.61	159.02
5.62	163.54
5.63	169.04
5.64	175.56
5.65	178.78
5.66	179.21
5.67	179.38
5.68	176.22
5.69	172.44
5.7	170.27
5.71	165.14
5.72	160.39
5.73	153.41
5.74	152.55
5.75	143.75
