time	f0
0.03	246.24
0.04	250.93
0.05	248.87
0.06	243.75
0.07	228.35
0.08	246.67
0.09	268.44
0.1	239.02
0.14	234.12
0.15	237.02
0.26	305.64
0.27	300.25
0.28	309.58
0.29	302.12
0.3	297.17
0.31	292.57
0.32	294.65
0.33	283.86
0.34	286.06
0.35	290.94
0.36	285.62
0.37	280.65
0.38	280.12
0.39	277.58
0.4	273.96
0.41	271.87
0.42	271.83
0.43	274.07
0.44	271.31
0.45	271.72
0.46	272.3
0.47	271.24
0.48	271.45
0.49	272.84
0.5	273.45
0.51	271.59
0.52	271.93
0.53	272.54
0.54	269.11
0.55	271.01
0.56	267.43
0.57	268.18
0.58	268.05
0.59	265.51
0.6	265.37
0.61	263.92
0.62	265.84
0.63	264.66
0.64	265.59
0.65	265.82
0.66	265.77
0.67	264.9
0.68	262.82
0.69	262.79
0.7	259.29
0.71	264.52
0.72	265.28
0.73	265.83
0.74	264.07
0.75	262.23
0.76	260.4
0.77	269.02
0.8	286.82
0.81	282.66
0.82	279.11
0.83	279.59
0.84	277.62
0.85	278.13
0.86	274.88
0.87	273.83
0.88	269.19
0.89	268.18
0.9	267.74
0.91	260.8
0.92	257.49
0.93	249.2
0.94	241.22
0.95	246.87
0.96	251.29
0.97	256.81
0.98	259.07
0.99	271.88
1	274.1
1.01	284.28
1.02	273.41
1.03	281.32
1.04	274.68
1.05	276.34
1.06	274.2
1.07	267.82
1.08	270.42
1.09	270.27
1.1	272.12
1.11	273.57
1.12	271.42
1.13	270.74
1.14	267.63
1.15	268.21
1.16	267.62
1.17	268.41
1.18	268.18
1.19	270.31
1.2	265.75
1.21	266.69
1.22	264.6
1.23	261.49
1.24	264.51
1.25	252.42
1.26	256.59
1.27	262.66
1.28	260.8
1.29	265.81
1.3	258.34
1.31	269.57
1.32	265.38
1.33	260.36
1.34	259.28
1.35	257.84
1.36	256.2
1.37	249.58
1.38	246.25
1.39	245.6
1.4	246.75
1.41	241
1.42	239.7
1.43	252.81
1.44	244.9
1.45	258.31
1.52	267.99
1.53	268.38
1.54	270.2
1.55	269.54
1.56	272.23
1.57	269.38
1.58	267.71
1.59	269.05
1.6	268.57
1.61	269.01
1.62	265.5
1.63	262.03
1.64	259.81
1.65	252.48
1.66	229.83
1.67	260.3
1.68	258.66
1.69	259.43
1.7	262.94
1.71	268.7
1.72	266.54
1.82	251.53
1.83	246.84
1.84	234.4
1.85	231.19
1.86	227.19
1.87	226.38
1.88	227.38
1.89	221.63
1.9	224.95
1.91	226.97
1.92	230.05
1.93	228.9
1.94	223.93
1.95	229.91
1.96	236.71
1.97	240.74
1.98	231.16
1.99	221.3
2	222.88
2.01	244.36
2.02	241.5
2.03	239.87
2.04	249.49
2.05	255.19
2.06	273
2.07	270.84
2.08	268.28
2.09	262.2
2.1	259.2
2.11	255.21
2.12	255.82
2.13	252.58
2.14	253.6
2.15	250.31
2.16	249.57
2.17	253.32
2.18	253.16
2.19	249.35
2.2	245.39
2.21	251.56
2.22	247.03
2.23	242.67
2.24	244.71
2.25	238.88
2.26	233.21
2.27	244.84
2.28	229.42
2.29	239.51
2.3	245.96
2.31	250.77
2.32	231.94
2.33	240.09
2.37	258.93
2.38	242.56
2.39	243.74
2.4	238.64
2.41	233.31
2.42	234.48
2.43	236.09
2.44	237.38
2.45	233.21
2.46	232.67
2.47	232.25
2.48	236.38
2.49	236.49
2.5	232.81
2.51	234.26
2.52	244.82
2.61	242.04
2.62	234.97
2.63	241.44
2.64	243.39
2.65	243.61
2.66	240.53
2.67	242.01
2.68	241.79
2.69	241.09
2.7	238.6
2.71	240.22
2.72	238.78
2.73	242.03
2.74	238.7
2.75	241.81
2.76	242.61
2.77	242.57
2.78	242.76
2.79	245.99
3.19	260.25
3.2	254.37
3.21	254.08
3.22	248.53
3.23	246.95
3.24	246.14
3.25	243.43
3.26	245.75
3.27	249.8
3.28	240.85
3.29	240.84
3.3	238.88
3.31	232.64
3.32	247.45
3.33	246.82
3.34	241.36
3.35	244.16
3.36	242.98
3.37	240.14
3.38	241.64
3.39	240.55
3.4	242.21
3.41	238.27
3.42	252.52
3.55	266.54
3.56	273.38
3.57	284.02
3.58	264.41
3.59	266.96
3.6	272.23
3.61	266.84
3.62	270.17
3.63	275.9
3.64	269.2
3.65	274.64
3.66	249.6
3.67	244.1
3.68	242.9
3.69	243.64
3.7	240.71
3.71	241.81
3.72	244.66
3.73	239.04
3.74	244.46
3.75	237.33
3.76	238.47
3.84	244.86
3.85	244.72
3.86	242.54
3.87	249.3
3.88	244.24
3.89	242.74
3.9	241.09
3.91	253.02
3.94	261.93
3.95	242.52
3.96	241.38
3.97	237.69
3.98	237.96
3.99	237.28
4	241.92
4.01	237.77
4.02	237.39
4.03	236.48
4.04	239.45
4.05	238
4.06	238.42
4.07	239.67
4.08	246.66
4.09	243.55
4.1	242.09
4.11	243.62
4.12	242.02
4.13	242.39
4.14	243.26
4.15	239.03
4.16	239.81
4.17	242.65
4.18	246.41
4.19	243.43
4.2	246.37
4.21	247.22
4.22	235.29
4.23	249.67
4.24	246.82
4.25	245.49
4.26	242.22
4.27	237.43
4.28	236.4
4.29	232.43
4.3	227.38
4.31	224.77
4.32	225.83
4.33	228.25
4.34	233.2
4.35	235.63
4.36	227.15
4.37	231.04
4.38	230.94
4.39	233.41
4.4	230.77
4.41	227.31
