time	f0
1.305	238.31
1.315	241.28
1.325	241.67
1.335	237.62
1.345	240.21
1.355	244.88
1.365	253.37
1.375	246.73
1.385	245.05
1.395	245.92
1.405	241.93
1.415	244.84
1.425	242.81
1.435	243.62
1.445	243.34
1.455	243.75
1.465	244.69
1.475	244
1.485	245.27
1.495	242.91
1.505	241.74
1.515	243.22
1.525	240.64
1.535	233.49
1.545	230.18
1.555	228.22
1.565	231.84
1.575	221.26
1.585	235.43
1.595	240.47
1.605	238.96
1.615	236.32
1.625	240.53
1.635	349.32
1.645	357
1.655	352.9
1.665	361.91
1.725	191.48
1.735	188.38
1.745	187.8
1.755	189.65
1.765	191.51
1.775	192.61
1.785	194.33
1.795	195.05
1.805	192.52
1.815	190.18
1.825	194.5
1.835	200.81
1.845	203.34
1.855	203.31
1.865	204.36
1.875	205.03
1.885	205.83
1.895	206.69
1.905	207.44
1.915	206.96
1.925	206.33
1.935	205.72
1.945	203.9
1.955	205.04
1.965	206.32
1.975	206.03
1.985	205.85
1.995	207.34
2.005	203.53
2.015	206.98
2.025	209.78
2.035	206.66
2.045	203.93
2.055	200.52
2.065	202.37
2.075	198.73
2.085	201.43
2.095	208.21
2.105	204.79
2.115	203.19
2.125	202.43
2.135	202.32
2.145	201.71
2.155	201.37
2.165	201.52
2.175	200.4
2.185	200.47
2.195	197.94
2.205	201.03
2.215	200.88
2.225	200.69
2.235	200.79
2.245	196.46
2.255	197.29
2.315	194.02
2.325	192.63
2.335	191.4
2.345	191.95
2.355	190.71
2.365	188.7
2.375	186.24
2.385	185.54
2.395	181.37
2.405	179.42
2.415	177.46
2.475	191.77
2.485	191.37
2.495	190.26
2.505	189.22
2.515	187.99
2.525	186.11
2.535	185.18
2.545	185.07
2.555	181.45
2.565	180.73
2.575	181.19
2.585	180.58
2.595	180.34
2.605	179.92
2.615	178.86
2.725	155.29
2.735	155.5
2.745	152.68
2.755	144.36
2.845	142.94
2.855	143.68
2.865	141.6
2.875	144.84
2.885	143.82
2.895	140.58
2.905	142.97
2.915	142.03
2.925	142.86
2.935	143.39
2.945	143.87
2.955	142.04
2.965	142.33
2.975	143.99
2.985	142.34
2.995	143.14
3.005	143.19
3.015	141.62
3.025	141.81
3.035	141.77
3.045	138.19
4.935	210.9
4.945	216.35
4.955	224.04
4.965	250.46
4.975	245.8
4.985	245.08
4.995	246.78
5.005	246.48
5.015	248.67
5.025	249.61
5.035	246.12
5.045	241.09
5.055	240.24
5.065	237.78
5.075	237.17
5.085	241.58
5.095	242.62
5.125	261.25
5.135	250.1
5.145	257.88
5.155	260.32
5.165	263.21
5.175	260.66
5.185	258.49
5.195	254.93
5.205	251.77
5.215	246.96
5.225	242.04
5.235	236.79
5.245	229.79
5.255	224.37
5.315	340.82
5.325	346.12
5.335	332.86
5.345	319.37
5.355	301.14
5.365	314.93
5.375	309.87
5.385	293.16
5.395	276.57
5.535	139.43
5.545	144.28
5.555	142.37
5.565	142.87
5.575	140.2
5.585	139.38
5.595	141.79
5.605	139.78
5.615	141.45
5.625	142.32
5.635	141.21
5.645	141.75
5.655	137.46
5.665	127.42
5.955	160.05
5.965	161.91
5.975	160.41
5.985	162.75
5.995	164.23
6.005	164.07
6.015	164.33
6.025	163.93
6.035	164.42
6.045	164.08
6.055	163.72
6.065	165.2
6.075	165.11
6.085	163.74
6.095	163.68
6.275	168.83
6.285	163.25
6.295	161.86
6.325	168.14
6.335	167.24
6.345	164.71
6.355	164.39
6.365	164.61
6.375	164.49
6.385	164.22
6.395	163.73
6.405	163.97
6.415	162.78
6.425	162.23
6.435	161.28
6.445	161.04
6.455	159.8
6.465	159.51
6.475	161.2
6.485	160.84
6.495	159.89
6.505	159.19
6.515	160.52
6.525	160.86
6.535	160.56
6.545	161.14
6.555	160.26
6.565	160.07
6.575	161.43
6.735	170.63
6.745	170.52
6.755	170.75
6.765	169.52
6.775	171.04
6.785	171.28
