time	f0
0.31	52.04
0.32	51.59
0.33	65.33
0.34	64.37
0.37	71.69
0.38	69.49
0.39	66.16
0.4	63.71
0.41	63.69
0.42	65.99
0.43	68.98
0.44	71.31
0.45	72.48
0.46	70.91
0.47	67.98
0.48	65.6
0.49	64.49
0.5	64.74
0.56	63.85
0.57	62.19
0.58	64.17
0.59	66.66
0.6	68.01
0.61	68.01
0.62	66.06
0.63	64.53
0.64	64.5
0.65	64.16
0.66	63.07
0.67	62.64
0.68	63.18
0.69	63.51
0.7	63.63
0.71	63.71
0.72	63.55
0.73	63.37
0.74	63.24
0.75	63.37
0.76	63.7
7.16	245.53
7.17	243.24
7.18	244.67
7.19	245.93
7.2	244.25
7.21	244.34
7.22	245.49
7.29	254.52
7.3	254.7
7.31	252.64
7.32	251.75
7.33	249.98
7.34	238.24
7.35	229.02
7.36	223.6
7.37	220.59
7.38	222.14
7.39	226.42
7.4	228.82
7.41	229.92
7.42	230.44
7.43	229.44
7.44	227.59
7.45	226.45
7.46	226.12
7.47	226.32
7.48	227.26
7.49	227.2
7.5	225.85
7.51	225.92
7.52	230.69
7.53	231.67
7.54	231.24
7.55	227.4
7.56	226.32
7.57	225.34
7.58	236.39
7.59	262.92
7.6	263.6
7.61	256.77
7.62	253.64
7.63	254.59
7.64	252.68
7.65	235.64
7.66	229.58
7.67	233.52
7.68	246.1
7.69	249.75
7.7	245.68
7.71	248.12
7.72	245.99
7.73	243.04
7.74	242.43
7.78	122.94
7.79	123.47
7.8	123.52
7.81	122.79
7.82	122.03
7.83	121.55
7.84	120.98
7.85	120.15
7.86	119.79
7.87	119.91
7.88	120.39
7.89	120.26
7.9	248.13
7.91	257.3
7.92	260.87
7.93	261.05
7.94	261.52
7.95	261.15
7.96	258.75
7.97	257.26
7.98	257.77
7.99	259.89
8	263.68
8.01	269.55
8.02	279.3
8.03	293.72
8.04	299
8.05	303.79
8.06	309.5
8.07	318.78
8.08	331.88
8.09	334.98
8.1	334.88
8.11	336.79
8.12	337.74
8.13	329.99
8.14	319.56
8.15	318.78
