time	f0
0.241	115.04
0.251	120.4
0.261	118.81
0.271	121.38
0.281	123.46
0.351	133.96
0.361	131.7
0.371	133.23
0.381	133.83
0.391	137.57
0.401	138.81
0.411	138.7
0.421	140.63
0.431	140.88
0.441	139.01
0.451	138.61
0.461	139.1
0.471	138.12
0.481	132.08
0.491	124.51
0.501	125.14
0.511	120.43
0.521	119.54
0.531	114.48
0.541	120.94
0.551	122.84
0.561	124.39
0.571	127
0.581	131.79
0.591	134.34
0.601	127.5
0.611	123.13
0.621	123.71
0.631	130.94
0.641	127.5
0.651	131.87
0.661	137.87
0.671	138.59
0.681	137.1
0.691	140.86
0.701	136.86
0.891	138.63
0.901	134.42
0.911	134.82
0.921	128.39
0.931	132.14
0.941	133.25
0.951	132.45
0.961	134.8
0.971	129.26
0.981	131.5
0.991	142.51
1.001	135.39
1.011	128.19
1.021	125.79
1.031	130.7
1.041	132.02
1.051	133.54
1.061	136.05
1.071	133.11
1.081	132.45
1.091	132.82
