time	f0
0.65	168.95
0.66	167.43
0.67	158.74
0.68	157.14
0.69	154.94
0.7	154.55
0.71	156.19
0.72	157.1
0.73	156.49
0.74	153.61
0.75	154.75
0.76	155.77
0.77	156.8
0.78	155.83
0.79	148.66
0.8	144.77
0.81	146.13
0.82	145.35
0.83	145.54
0.84	147.73
0.85	147.07
0.86	145.94
0.87	146.57
0.88	146.76
0.89	145.02
0.9	144
0.91	145.47
0.92	146.11
0.93	145.42
0.94	149.61
0.95	149.48
0.96	136.66
0.97	135.05
0.98	140.54
0.99	139.71
1	133.21
1.01	136.06
1.02	138.27
1.03	138.58
1.04	138.71
1.05	139.81
1.06	142.68
1.07	143.81
1.13	76.91
1.14	74.64
1.15	68.21
1.16	68.11
1.17	68.58
1.18	77.11
1.19	75.91
1.2	74.87
1.21	73.82
1.22	73.49
1.23	72.42
1.24	72.87
1.25	74.22
1.26	74.35
1.27	74.6
1.28	74.47
1.29	74.03
1.3	73.64
1.31	73.27
1.32	72.46
1.33	72.06
1.34	71.82
1.35	69.21
1.36	69.25
1.59	151.66
1.6	148.39
1.61	141.54
1.62	138.3
1.63	132.89
1.64	132.88
1.67	133.1
1.68	140.83
1.69	142.33
1.7	140.47
2.44	135.95
2.45	134.57
2.46	133.2
2.47	132.25
2.48	135.86
2.49	135.85
2.5	135.9
2.51	136.43
2.52	136.2
2.53	139.79
2.77	64.47
2.78	65.36
2.79	65.38
2.8	65.39
2.9	125.15
2.91	125.13
2.92	123.51
2.93	123.14
2.94	122.44
2.95	121.08
2.96	118.52
3.18	66.63
3.19	67.42
3.2	67.19
3.98	58.4
3.99	57.55
4	56.97
4.01	57.45
4.02	58.17
4.03	59.45
4.04	58.72
4.05	58.23
4.06	58.31
4.07	116.35
4.08	116.11
4.09	116.03
4.1	116.18
4.11	116.11
4.12	117.46
4.13	121.14
4.14	123.28
4.15	124
4.16	125.47
4.17	126.27
4.18	124.73
4.19	124.93
4.5	113.2
4.51	113.18
4.52	111.27
4.53	111.02
4.54	111.54
4.55	110.28
4.56	110.16
4.57	103.96
4.58	103.96
4.59	111.42
4.6	113.39
