time	f0
0.19	132.65
0.2	133.3
0.21	132.14
0.22	130.34
0.23	129.53
0.24	129.1
0.25	128.7
0.26	128.38
0.27	127.69
0.28	123.01
0.29	122.61
0.42	125.61
0.43	122.67
0.44	117.99
0.71	223.3
0.72	224.31
0.73	111.22
0.74	109.81
0.75	110.01
0.76	109.57
0.77	107.2
0.78	104.73
0.79	106.17
0.8	108.46
0.81	104.76
0.82	101.84
0.93	109.89
0.94	109.83
0.95	109.75
0.96	108.5
0.97	110.16
0.98	109.56
0.99	109.52
1	109.42
1.01	109.58
1.02	108.87
1.03	109.22
1.04	109.82
1.05	110.62
1.06	110.59
1.07	110.86
1.08	111.04
1.09	111.36
1.1	111.51
1.11	110.95
1.12	110.38
1.13	110.01
1.23	126.05
1.24	129.78
1.25	129.71
1.26	128.98
1.27	130.38
1.28	129.34
1.29	127.27
1.3	157.75
1.31	157.03
1.32	127.57
1.33	128.08
1.34	129.2
1.35	131.33
1.36	139
1.37	137.49
1.51	135.22
1.52	131.72
1.53	131.66
1.54	131.03
1.55	130.11
1.56	129.42
1.57	127.18
1.58	122.8
1.59	121.55
1.6	122.16
1.61	122.63
1.62	123.37
1.63	118.83
1.64	118.65
1.65	118.96
1.66	119.13
1.67	123.09
1.68	117.44
1.69	117.55
1.7	122.37
1.71	120.86
1.72	120.25
1.73	117.26
1.74	112.53
1.75	111.45
1.76	113.45
1.77	110.52
1.78	105.9
2.67	117.64
2.68	114.71
2.69	113.39
2.72	110.44
2.73	109.23
2.74	108.32
2.75	107.36
2.76	107.03
2.77	108.36
2.78	108.16
2.79	106.81
2.8	106.93
2.81	106.89
2.82	105.64
2.83	102.73
2.9	104.1
2.91	104.12
2.92	104.67
5.25	120.52
5.26	121.76
5.27	121.44
5.28	120.36
5.29	119
5.3	118.03
5.31	117.8
5.32	117.79
5.33	119.62
5.51	116.35
5.52	115.56
5.53	114.28
5.54	113.75
5.55	113.04
5.56	112.81
7.35	114.73
7.36	110.06
7.37	104.23
7.38	100.43
7.6	111.4
7.61	109.5
7.62	107.3
7.63	108.05
7.64	106.9
7.65	107.02
7.66	105.75
7.67	102.68
7.68	107.61
7.69	106.04
7.99	113.05
8	110.21
8.01	106.97
8.02	107.01
8.38	109.49
8.39	109.39
8.4	109.59
8.41	109.38
8.42	109.03
8.43	106.76
8.53	114.4
8.54	114.69
8.55	116.62
8.56	118.42
8.57	118.17
8.58	117.56
8.6	117.1
8.61	117.7
8.62	118.14
8.63	116.7
8.64	106.6
8.65	107.15
9.29	101.6
9.3	101.32
9.31	102.96
9.32	106.06
9.33	104.52
9.34	103.62
9.35	102.25
9.36	102.17
9.37	98.97
9.38	98.03
9.85	106.83
9.86	101.05
9.87	100.4
9.88	96.76
9.89	97.51
9.9	97.19
9.91	97.33
9.92	94.87
9.93	93.58
9.94	94.96
9.95	93.66
9.96	93.32
10.09	107.93
10.1	109.12
10.11	108.4
10.12	109.02
10.13	106.84
10.14	105.54
10.15	107.83
10.16	107.59
10.17	107.08
10.33	92.94
10.34	92.78
10.35	91.5
10.36	92.78
10.37	93.44
10.38	95.46
10.39	93.39
10.4	94.93
10.41	91.02
10.42	91.77
10.43	99.58
11.08	111.36
11.09	111.55
11.1	111.41
11.11	111
11.12	110.74
11.13	109.9
11.14	108.84
11.15	108.21
11.16	107.06
11.17	105.43
11.18	105.4
11.19	107.04
11.2	107.87
11.34	93.17
11.35	90.65
11.36	90.5
11.37	91.63
11.38	93.45
11.39	93.27
11.4	94.27
11.41	96.42
11.42	96.13
11.43	95.5
11.44	95.35
11.45	95.13
11.46	94.15
11.47	93.35
11.48	91.84
11.49	91.52
11.5	94.68
11.51	95.37
11.52	93.55
11.53	92.79
11.54	91.81
11.55	94.49
11.56	93.81
11.57	97.04
11.58	97.25
11.59	95.15
11.6	94.84
11.61	93.11
11.62	92.76
11.63	94.26
11.64	94.9
11.65	95.42
11.66	96.53
11.67	96.6
11.68	97.3
11.69	97.28
11.7	97.3
11.71	96
11.72	95.01
11.73	96.07
11.74	96.41
11.75	95.6
11.76	96.61
11.77	98.15
11.78	95.19
11.79	94.28
11.8	93.06
11.81	96.26
11.82	94.34
11.83	94.5
11.84	94.97
11.85	95.72
11.86	96.45
11.87	97.66
11.88	100.48
11.89	98.54
11.9	97.14
11.91	94.1
11.92	94.06
11.93	95.14
11.94	95.28
