time	f0
0.332	161.24
0.342	156.56
0.352	153.47
0.362	149.22
0.372	148.59
0.382	143.68
0.392	140.8
0.402	136.33
0.412	137.16
0.422	129.23
0.432	127.75
0.442	128.68
0.452	131.32
0.462	136.29
0.472	137.3
0.482	139.42
0.492	143.21
0.502	149.13
0.512	145.04
0.522	145.53
0.532	141.23
0.542	132.97
0.552	130.97
0.562	129.3
0.572	129.78
0.582	130.08
0.592	124.4
0.612	112.54
0.622	107.39
0.632	116.43
0.642	111.93
0.652	113.16
0.662	112.75
0.672	110.8
0.682	112.21
0.692	109.72
0.842	122.31
0.852	118.26
0.862	115.4
0.872	116.68
0.882	111.84
0.892	113.25
0.902	113.22
0.912	112.32
0.922	114.16
0.932	112.81
0.942	112.09
0.952	111.26
1.102	144.03
1.112	145.22
1.122	145.6
1.132	143.68
1.142	146.63
1.152	156.91
1.162	141.18
1.172	142.45
1.182	146.09
1.192	142.46
1.202	142.93
1.302	135.18
1.312	131.74
1.322	129.76
1.332	133.84
1.342	133
1.352	131.33
1.362	127.91
1.372	128.55
1.382	129.78
1.392	130.97
1.402	128.44
1.412	128.79
1.422	127.14
1.432	129.05
1.472	123.29
1.482	120.43
1.492	117.1
1.502	115.33
1.512	113.65
1.522	113.17
1.532	111.94
1.542	110.9
1.552	109.92
1.562	109.67
1.572	108.93
1.582	109.26
1.592	109.03
1.602	108.42
1.612	107.78
1.622	108.2
1.632	107.73
1.642	106.82
1.652	106.77
1.662	108.19
1.672	107.9
1.682	109
1.692	112.32
1.702	112.9
1.712	112.12
1.722	112.76
1.732	112.82
1.742	110.87
1.752	111.99
1.762	114.66
1.772	114.75
1.782	115.12
1.792	116.6
1.802	116.4
1.812	118.66
1.822	121.45
1.832	121.51
1.842	122.95
1.852	123.02
1.862	122.33
1.922	123.77
1.932	123.47
1.942	121.79
1.952	123.42
1.962	121.88
3.392	117.1
3.402	125.11
3.412	118.85
3.422	117.17
3.432	113.77
3.442	115.16
3.452	112.66
3.462	111.88
3.472	107.4
3.482	105.9
3.592	121.37
3.602	117.23
3.612	116.77
3.622	116.66
3.632	114.96
3.642	113.92
3.652	111.39
3.662	106.43
3.672	105.94
3.682	108.3
3.692	104.82
3.702	108.48
3.712	108.41
3.722	107.51
3.732	107.38
3.742	108.73
3.752	107.77
3.762	108.8
3.772	110.45
3.782	110.53
3.792	111.42
3.802	110.55
3.812	112.48
3.822	111.82
3.832	111.01
3.842	110.13
3.852	105.69
3.862	107.53
3.872	106.04
3.882	105.82
3.892	108.01
3.902	109.2
4.122	119.8
6.132	114.14
6.142	112.65
6.152	112.63
6.252	130.68
6.262	128.22
6.272	134.04
6.282	134.32
6.292	125.85
6.302	121.77
6.312	134.65
6.322	131.59
6.332	133.28
6.342	127.66
6.712	186.22
6.722	190.39
6.802	134.02
6.812	132.43
6.822	130.59
6.832	128.87
6.842	127.81
6.852	125.27
6.862	127.33
6.872	131.96
6.882	133.98
6.892	133.03
6.902	133.86
6.912	133.2
7.022	123.95
7.032	125.64
7.042	122.13
7.052	118.29
7.062	116.95
7.072	114.74
7.082	116.17
7.092	118.98
7.102	120.1
7.112	120.91
7.122	120.73
7.132	119.53
7.142	118.64
7.152	118.46
7.162	117.74
7.172	117.15
7.182	118.32
7.192	119.25
7.202	129.54
7.212	127.19
7.222	125.87
7.232	123.93
7.582	131.52
7.592	130.37
7.602	137.4
7.612	137.18
8.752	120.14
8.762	120.44
8.772	117.22
8.782	118.6
8.792	122.05
8.802	117.55
8.812	116.65
8.822	112.43
8.832	113.63
8.842	93.59
8.852	96.78
8.862	102.46
8.872	101.88
8.882	104.35
9.162	132.74
9.172	129.85
9.182	133.09
9.192	135.02
9.202	139.05
9.242	112.96
9.252	114.11
9.262	113.3
9.272	112.18
9.282	107.66
9.292	111.63
9.302	111.16
9.312	106.02
9.322	110.17
9.332	115.73
9.372	116.11
9.382	119.51
9.392	123.66
9.402	127.18
9.412	120.99
9.422	119.49
9.432	117.05
9.442	114.11
9.452	116.46
9.462	120.84
9.472	122.16
9.482	117.82
9.492	117.51
9.502	116.99
9.512	113.85
9.522	113.31
9.532	112.74
9.542	113.51
9.552	113.68
9.562	115.29
9.572	115.02
9.582	115.85
9.592	115.1
9.602	114.05
9.612	115.65
9.622	114.97
10.362	115.03
10.372	113.56
10.382	117.33
10.392	116.65
10.402	117.87
10.412	119.58
10.422	120.03
10.432	120.66
10.442	119.83
10.452	119.54
10.462	120.92
10.472	124.31
10.482	124.69
10.492	123.81
10.502	122.35
10.512	120.96
10.522	119.51
10.532	117.39
10.542	117.29
10.552	116.43
10.562	112.75
10.572	110.85
10.582	110.12
10.592	111.04
10.602	109.5
10.612	109.16
10.622	107.91
10.632	107.52
10.642	107.02
10.652	106.58
10.662	106.62
10.672	107.4
10.682	107.82
10.802	116.44
10.812	115.6
10.822	115.93
10.832	115.64
10.842	114.61
12.472	117.57
12.482	118.3
12.492	114.4
12.502	111.37
12.512	108.24
12.522	108.64
12.532	109.96
12.542	106.8
12.552	102.54
12.562	105.02
12.572	106.45
12.582	109.22
12.592	105.43
12.602	107.52
12.612	107.75
12.622	108.84
12.632	106.74
12.642	108.02
12.652	106.59
12.662	106.15
12.672	106.09
12.682	106.87
12.692	106.58
12.702	106.61
12.712	106.97
12.722	107.34
12.732	105.82
12.742	104.13
12.752	101.62
12.862	149.22
12.872	134.07
12.882	133.73
12.892	129.61
12.902	137.93
12.932	140.22
12.942	133.87
12.952	145.11
12.962	144.29
12.972	139.33
12.982	143.08
12.992	134.65
13.002	129.14
13.392	107.63
13.402	111.31
13.412	107.11
13.422	105.71
13.432	104.54
13.442	104.9
13.452	104.42
13.462	107.8
13.472	107.28
13.482	108.08
13.492	89.06
13.502	112.92
13.512	105.62
13.672	111.62
13.682	108.83
13.692	106.66
13.872	110.76
13.882	115.15
13.892	116.65
13.902	116.34
13.912	114.28
13.922	113.75
13.932	113.47
13.942	111.49
13.972	217.69
13.982	215.25
14.112	147.57
14.122	149.72
14.132	123.48
14.142	118.92
14.152	116.13
14.162	115.64
14.172	116.62
14.182	117.21
