time	f0
0.115	215.2
0.125	204.09
0.135	256.03
0.145	254.38
0.155	277.42
0.165	294.69
0.175	278.64
0.245	133.59
0.255	143.04
0.265	151
0.365	173.94
0.375	175.64
0.385	168.58
0.395	180.84
0.405	179.06
0.435	172.17
0.535	207.6
0.545	203.29
0.555	198.25
0.565	192.94
0.575	166.46
0.585	201.59
0.595	201.84
0.605	207.1
0.615	195.41
0.625	209.11
0.635	185.34
0.645	196.45
0.885	168.79
0.895	178.56
0.905	178.74
0.915	182.44
0.925	184.12
0.935	180.01
0.945	186.56
0.955	194.03
1.055	156.67
1.065	159.21
1.075	167.92
1.125	212.93
1.135	263.24
1.145	231.36
1.155	234.95
1.165	248.47
1.175	252.58
1.185	243.4
1.195	244.44
1.235	274.23
1.245	283.97
1.255	280.57
1.265	253.84
1.275	262.48
1.285	254.74
1.295	240.94
1.305	225.8
1.315	203.46
1.325	208.62
1.335	231.8
1.345	205.01
1.355	175.17
1.365	171.73
1.375	177.8
1.385	177.59
1.395	175.34
1.405	172.69
1.415	176.83
1.425	181.98
1.435	185.05
1.445	189.72
1.455	191.21
1.465	192.95
1.475	196.74
1.485	195.88
1.495	194.52
1.505	192.07
1.515	183.51
1.525	192.43
1.535	194.91
1.545	191.35
1.555	183.33
2.995	175.19
3.005	167.91
3.015	165.56
3.025	159.44
3.035	154
3.045	153.93
3.055	152.55
3.065	155.74
3.075	159.03
3.085	155.22
3.095	157.41
3.105	156.49
3.115	169.55
3.125	173.06
3.135	170.4
3.145	158.68
3.765	194.17
3.775	187.17
3.785	183.83
3.795	181.96
3.805	181.88
3.815	181.28
3.825	179.41
3.835	177.04
3.845	174.35
3.855	171.27
3.865	167.95
3.875	164.05
3.885	176.93
3.895	174.9
3.905	172.31
3.915	169.39
3.925	170.42
3.935	170.28
3.945	198.86
3.955	185.51
3.965	177.77
3.975	153.45
4.005	179.62
4.015	174.67
4.025	173.47
4.035	171.88
4.045	172.03
4.055	174.04
4.065	173.19
4.075	180
4.085	173.05
4.095	192.56
4.105	194.5
4.115	197.63
4.125	199.01
4.135	197.53
4.145	196.94
4.155	196.15
4.165	190.84
4.175	180.84
4.185	176.35
4.195	177.23
4.205	176.01
4.215	176.02
4.225	173.21
4.235	169.07
4.245	165.67
4.255	170.05
4.265	166.56
4.275	161.22
