time	f0
0.171	108.1
0.181	104.99
0.191	103.13
0.201	102.79
0.341	121.04
0.351	117.07
0.361	113.03
0.371	110.42
0.381	108.58
0.391	108.49
0.401	108.42
0.411	107.83
0.421	106.97
0.431	107.36
0.441	107.23
0.451	106.73
0.461	106.59
0.471	106.09
0.481	104.94
0.491	104.98
0.501	107.01
0.511	106.76
0.521	106.76
0.531	106.59
0.661	127.54
0.671	120.97
0.681	115.83
0.691	112.82
0.701	111.11
0.711	109.72
0.721	107.57
0.731	109.62
0.741	109.4
0.751	110.66
0.761	110.56
0.771	109.55
0.781	109.55
0.921	113.6
0.931	112.04
0.941	111.04
0.951	110.38
0.961	109.32
0.971	104.67
0.981	104.13
0.991	103.94
1.001	107.93
1.011	109.01
1.021	110.11
1.031	110.18
1.041	109.3
1.121	115.57
1.131	109.59
1.141	108
1.151	107.63
1.161	105.53
1.211	114.42
1.221	111.66
1.231	108.6
1.241	108.34
1.251	106.88
1.261	105.67
1.271	103.83
1.281	101.18
1.291	103.05
1.301	128.31
1.311	120.97
1.321	108.89
1.331	107.09
1.341	106.12
1.351	105.44
1.361	104.99
1.371	104.89
1.381	104.66
1.391	104.3
1.401	103.39
1.411	103.46
1.421	103.92
1.431	104.86
1.441	105.13
1.451	104.72
1.461	103.84
1.471	104.02
1.941	130.31
1.951	123.58
1.961	118.73
1.971	115.46
1.981	113.25
1.991	111.08
2.001	109.33
2.011	108.64
2.021	106.93
2.031	106.29
2.041	106.64
2.051	107.91
2.061	109.11
2.071	110.34
2.081	111.23
2.091	111.82
2.101	111.22
2.111	110.72
2.121	110.75
2.131	109.75
2.141	108.67
2.151	107.19
2.161	106.06
2.171	103.91
2.311	119.52
2.321	108.58
2.331	108.41
2.341	108.16
2.351	106.22
2.361	106.97
2.371	106.72
2.381	107.2
2.391	107.85
2.401	109.24
2.411	109.04
2.421	108.77
2.431	107.71
2.441	107.32
2.451	107.77
2.461	107.33
2.471	107.45
2.481	106.94
2.491	106.59
2.501	104.83
2.511	104.99
2.521	104.79
2.531	104.22
2.541	104.37
2.551	103.91
2.561	103.5
2.571	104.4
2.581	104.73
2.591	105.12
2.601	105.57
2.611	105.77
2.621	105.69
2.631	106.01
2.641	106.47
2.651	106.33
2.661	106.98
2.671	107.26
2.681	107.71
2.691	108.15
2.701	108.88
2.711	109.18
2.721	109.53
2.731	109.09
2.741	108.34
2.751	108.3
2.761	109.19
2.771	105.34
2.781	107.92
2.791	107.54
2.801	107.04
2.811	107.13
2.821	106.05
2.831	105.54
2.841	105.95
2.851	105.88
2.861	107.02
3.031	116.68
3.041	113.47
3.051	110.12
3.061	108.13
3.071	106.53
3.081	106.07
3.091	105.5
3.101	103.89
3.111	102.83
3.121	102.8
3.131	102.63
3.141	106.6
3.151	106.05
3.161	104.72
4.661	106.16
4.671	108.15
4.681	105.73
4.691	103.91
4.701	106.49
4.711	106.42
4.721	103.31
4.731	106.87
4.741	104.31
4.751	105.22
4.761	103.51
4.771	106.29
4.781	106.79
4.791	105.06
4.801	105.66
4.821	114.32
4.831	106.49
4.841	109.54
4.851	111.68
4.861	110.87
4.871	111.65
4.881	111.64
4.891	112.09
4.901	113.51
4.911	114.39
4.921	111.18
4.931	107.93
4.941	110.66
4.951	111.35
4.961	111.12
4.971	111.97
5.051	112.58
5.061	110.14
5.071	109.56
5.081	109.49
5.091	109.86
5.101	112.31
5.111	110.52
5.121	107.95
5.131	106.63
5.141	106.18
5.151	105.4
5.161	104.87
5.171	103.79
5.181	103.71
5.191	103.38
5.201	102.82
5.211	99.93
5.221	99.59
5.231	102.35
5.241	106.52
5.251	108.23
5.261	109.4
5.271	110.59
5.281	114.54
5.291	118.65
5.301	118.54
5.311	119.63
5.321	121.75
5.331	122.27
5.341	122.44
5.351	122.29
5.361	121.82
5.371	121.25
5.381	120.29
5.391	117.78
5.401	116.53
5.411	112.91
5.451	106.53
5.461	103.14
5.471	102.9
5.481	101.43
5.491	99.05
5.501	98.79
5.511	99.02
5.521	97.82
5.531	97.16
5.541	96.5
5.551	96.55
6.041	111.46
6.051	109.5
6.061	107.14
6.071	103.45
6.081	103.23
6.091	105.31
6.101	104.49
6.111	104.04
6.121	103.85
6.131	107.86
6.141	107.74
6.151	106.88
6.161	105.72
6.171	105.07
6.181	102.19
6.191	99.51
6.201	98.02
6.211	93.68
6.261	107.86
6.271	105.13
6.281	103.75
6.291	101.77
6.301	99.9
6.311	99.62
6.321	100.74
6.331	101.4
6.341	100.86
6.351	100.65
6.361	100.8
6.371	100.18
6.381	128.6
6.391	115.04
6.401	111.64
6.411	111.22
6.421	112.19
6.431	112.74
6.441	113.19
6.451	114.19
6.461	114.72
6.471	114.48
6.481	113.37
6.491	112.7
6.501	113.68
6.511	113
6.521	111.12
6.531	107.66
6.541	104.47
6.551	102.61
6.561	100.99
6.571	100.43
6.581	99.94
6.591	99.27
6.601	99.09
6.611	98.89
6.621	98.71
6.631	98.41
6.641	99.28
6.651	99.89
6.661	99.64
6.671	100.02
6.681	98.48
7.761	125.09
7.771	122.15
7.781	119.14
7.791	161.03
7.801	157.82
7.811	155.66
7.821	157.25
7.831	158.68
7.841	156.22
7.851	155.43
7.861	155.61
7.871	154.01
7.881	154.89
7.891	154.31
7.901	155.03
7.911	153.95
7.921	154.89
7.931	153.56
7.941	153.83
7.951	151.13
7.961	145.05
7.971	149.06
7.981	151.08
7.991	151.03
8.001	152.71
8.011	153.11
8.031	124.28
8.041	119.61
8.091	90.64
8.101	91.04
8.111	91.79
8.121	91.96
8.131	90.55
8.441	152.39
8.451	140.21
8.501	144.26
8.511	140.13
8.521	127.84
8.531	127.28
8.541	136.29
8.661	123.94
8.671	123.25
8.681	120.46
8.691	113.21
8.701	110.64
8.711	110.3
8.721	108.83
8.731	115.1
8.741	112.76
8.751	110.73
8.761	109.85
8.771	109.07
8.781	109.04
8.791	109.1
8.801	110.22
8.811	111.1
8.821	111.43
8.831	112.03
8.841	111.81
8.851	111.56
8.861	111.18
8.871	111
8.881	110.64
8.891	110.87
8.901	112.84
8.911	114.61
8.921	115.45
8.931	114.71
8.941	112.37
9.221	110.2
9.231	109.03
9.241	107.62
9.251	107.49
9.261	108.17
9.271	109.79
9.281	112.49
9.291	112.07
9.301	108.73
9.311	108.38
9.321	107.87
9.331	108.53
9.341	108.83
9.351	109.11
9.361	109.23
9.371	109.57
9.481	110.44
9.491	111.2
9.501	108.07
9.511	105.78
9.521	103.87
9.531	102.39
9.541	103.22
9.551	103.55
9.561	107.6
10.391	122.08
10.401	121
10.411	115.32
10.421	115.43
10.431	112.5
10.441	112.02
10.451	111.56
10.461	111.02
10.471	110.5
10.481	111.6
10.491	111.29
10.501	111.49
10.511	112.39
10.521	111.18
10.531	110.3
10.541	110.1
10.551	107.68
10.591	98.85
10.601	100.62
10.611	97.53
10.711	129.18
10.721	126.04
10.731	125.54
10.741	128.22
10.841	145.3
10.851	142.2
10.861	139.36
10.871	138.41
10.881	139.76
10.891	143.21
10.901	144.34
10.911	146.25
10.921	149.53
10.931	153.9
10.941	158.57
10.951	160.61
10.961	162.16
10.971	163.17
10.981	163.34
10.991	161.13
11.001	158.86
11.011	152.71
11.031	78.59
11.041	81.33
11.051	81.93
11.061	80.46
11.311	127.67
11.321	126.85
11.331	126.08
11.341	126.14
11.351	125.62
11.361	123.71
11.371	124.36
11.381	126.12
11.391	125.28
11.401	125.09
11.411	125.55
11.421	125.38
11.431	125.48
11.441	126.1
11.451	126.03
11.461	124.55
11.471	124.78
11.481	126.51
11.491	126.25
11.911	125.2
11.921	119.44
11.931	117.23
11.941	115.16
11.951	118.1
11.961	117.04
11.971	116.38
11.981	118.04
