time	f0
0.691	271.81
1.561	228.67
1.571	229.01
1.601	231.94
3.051	204.36
3.061	204.19
3.431	887.99
3.441	891.74
3.451	882.93
3.641	544.35
3.651	551.05
3.661	529.28
3.671	520.96
3.681	533.66
3.691	513.99
3.701	539.5
3.711	527.46
3.721	525.49
3.731	492.01
3.741	503.38
3.751	519.6
3.761	530.74
3.771	475.27
3.781	482.57
4.251	321.86
4.261	312.45
4.271	318.65
4.281	330.24
4.291	310.88
4.301	314.24
4.311	302
4.341	395.96
4.351	291.85
4.381	268.49
4.391	290.55
4.401	225.2
4.411	273.63
4.421	201.88
4.431	197.85
4.441	264.38
4.621	244.9
4.631	249.85
4.661	646.04
4.671	659.62
4.681	729.5
4.691	704.37
4.701	594.5
4.721	246.86
4.751	242.22
4.761	254.58
4.771	247.74
4.781	258.92
4.791	221.76
4.801	233.15
5.091	655.42
5.101	677.53
5.111	666.46
5.121	610.1
5.131	590.7
5.141	524.47
5.151	593.68
5.291	704.61
5.301	700.23
5.311	692.91
5.321	709.54
5.331	688.41
5.341	626.25
5.351	648.09
5.361	665.76
5.371	557.61
5.381	675.81
5.391	718.7
5.711	488.89
5.721	473.71
5.731	519.96
5.741	491.5
5.811	445.22
5.821	433.16
5.851	266.35
5.861	262.89
5.871	269.44
5.891	521.67
5.901	516.98
5.931	266.46
5.941	213.76
5.951	255.8
5.961	264.63
6.161	270
6.171	262.53
6.181	251.34
6.191	223.1
6.201	211.86
6.211	204.2
6.221	205.65
6.231	254.19
6.241	296.52
6.251	273.49
6.261	262.09
6.271	243.32
6.281	206.65
7.221	641.87
7.231	634.69
7.241	644.45
7.251	637.27
7.261	642.52
7.271	626.48
7.281	646.51
7.291	660.17
7.301	642.03
7.311	652.92
7.321	647.27
7.331	612.8
7.341	630.35
7.351	616.72
7.361	625.98
7.371	603.05
7.381	591.84
7.391	652.33
7.411	594.42
7.421	563.5
7.431	586.02
7.441	571.64
7.451	567.34
7.461	556.73
7.471	577.94
7.481	564.35
7.491	546.76
7.501	551.04
7.511	546.06
7.521	546.15
7.531	540.22
7.541	561.24
7.551	561.18
7.561	526.31
7.571	526.59
7.581	543.5
7.591	515.65
7.601	495.22
7.611	533.34
7.621	550.64
7.631	543.44
7.641	520.43
7.651	531.78
7.661	590.69
7.671	534.08
7.681	545.59
7.691	543.41
7.701	541.02
7.711	550.07
7.721	631.35
7.731	558.16
7.741	560.35
7.751	619.37
7.761	600.69
7.771	530.18
7.801	567.53
7.811	650.32
7.821	546.5
7.831	561.56
10.241	712.99
10.301	641.12
10.311	601.3
10.321	646.78
10.331	636.17
10.341	638.9
10.351	642.1
10.411	346.78
10.421	339.84
10.431	316.2
10.441	251.57
10.451	245.73
10.461	196.43
10.711	427.99
10.721	422.84
10.731	411.39
10.741	408.27
10.751	420.42
10.791	306.33
10.801	325.21
10.811	325.01
10.831	315.83
10.991	335.32
11.001	346.82
11.011	448.07
11.021	369.15
11.031	380.99
11.041	381.51
11.051	353.78
11.071	356.55
11.081	341.06
11.191	482.98
11.201	488.96
11.211	588.48
11.221	583.11
11.231	645.37
11.241	587.57
11.251	629.63
11.261	576.85
11.271	625.6
11.281	618.41
11.291	617.73
11.301	647.03
11.311	601.32
11.321	564.76
11.331	585.24
11.341	563.13
11.351	594.17
11.361	631.5
11.371	615.49
11.621	359.92
11.631	348.23
11.641	349.13
11.651	348.5
11.661	360.23
11.671	364.47
11.681	374.99
11.801	590.89
11.811	621.56
11.821	644.51
11.831	620.45
11.841	667.13
11.871	575.78
11.931	630.05
11.941	607.41
12.011	417.48
12.021	439.11
12.031	477.62
12.041	448.64
12.051	427.97
12.061	455.32
12.071	442.51
12.081	389.35
12.111	391.2
12.121	384.22
12.461	334.53
12.671	393.49
12.681	371.35
12.691	362.28
12.701	396.51
12.711	365.2
12.721	400.42
12.731	403.15
12.741	376.06
12.751	348.78
12.761	333.71
12.771	326.58
12.791	337.7
12.981	432.35
13.081	460.62
13.401	435.45
13.411	493.39
13.421	489.59
13.431	567.52
13.441	569.62
13.451	513.08
13.461	603.9
13.471	499.37
13.481	535.13
13.491	562.1
13.501	563.73
13.511	537.8
13.521	543.89
13.531	523.86
13.541	522.25
13.551	535.41
13.591	856.7
13.601	829.35
13.611	862.97
13.621	860.21
14.301	442.85
14.311	444.64
14.321	442.61
14.331	428.42
14.341	425.25
14.351	425.87
14.361	428.13
14.371	430.32
14.381	431.05
14.391	402.95
14.401	393.78
14.411	400.78
14.421	427.11
14.431	419.59
14.451	217.83
14.461	218.25
14.471	213.06
14.521	496.16
14.531	485.35
14.541	450.2
14.551	491.25
14.561	501.27
14.571	481.98
14.581	474.08
14.591	470.3
14.601	474.46
14.611	488.1
14.631	192.06
14.641	197.95
14.651	214.6
14.661	441.6
14.671	437.44
14.681	480.34
14.691	453.91
14.701	417.01
14.711	456.71
15.001	425.47
15.011	476.51
15.021	409.42
15.031	396.85
15.041	401.83
15.051	407.29
15.061	464.19
15.071	420.31
15.081	331.36
15.091	332.51
15.101	339.05
15.111	343.62
15.121	348.73
15.501	717.89
15.511	747.8
15.531	522.5
15.541	500.63
15.551	559.41
15.701	766.68
15.711	688.6
15.721	635.89
15.731	721.91
15.741	692.94
15.751	661.61
15.761	665.35
15.771	654.27
15.791	723.47
16.001	749.34
16.011	654.13
16.021	688.53
16.031	610.08
16.041	591.15
16.051	550.68
16.061	694.16
16.071	594.17
16.081	627.77
16.871	404.7
16.881	361.76
16.891	366.33
16.901	374.84
17.011	367.65
17.021	346.55
17.031	357.96
17.041	367.6
17.621	517.76
17.631	556.88
17.641	524.72
17.651	556.24
17.661	528.75
17.791	364.24
17.801	358.26
17.811	333.15
17.821	346.03
17.831	351.68
17.841	351.99
17.851	376.87
17.861	349.71
17.871	362.14
17.881	441.54
17.891	365.45
18.051	568.2
18.061	598.61
21.281	341.34
21.291	333.84
21.301	335.14
21.311	337.14
21.321	349.72
21.331	350.56
21.341	343
21.351	338.33
21.361	343.55
21.371	333.9
21.391	560.06
21.401	512.62
21.411	567.4
21.421	690.4
21.431	538.96
21.441	552.85
21.451	509.19
21.461	576.32
