time	f0
1.235	282.98
1.245	260.49
1.255	207.93
1.265	181.65
1.275	159.04
1.355	143.54
1.365	151.51
1.465	165.66
1.475	160.9
1.485	159.59
1.495	156.33
1.505	150.3
1.515	148.77
1.525	165.61
1.535	150.66
1.545	150.66
1.555	155.8
1.565	156.84
1.575	150.68
1.585	147.64
1.595	152.01
1.605	152.05
1.615	144.53
1.625	144.79
1.635	140.53
1.765	121.68
1.775	129.89
1.795	158.17
1.805	161.05
1.815	159.48
1.825	156.18
1.835	148.19
1.845	161.01
1.855	162.45
1.865	164.36
1.875	164.69
1.885	165.42
1.895	165.23
1.905	167.25
1.915	166.54
1.925	166.67
1.935	166.09
1.945	165.78
1.955	165.3
1.965	167.62
1.975	168.5
1.985	174.79
1.995	173.69
2.005	171.05
2.015	176.43
2.025	181.44
2.035	182.24
2.045	182.99
2.055	185.08
2.065	186.72
2.075	191.15
2.085	188.7
2.095	189.18
2.105	186.46
2.115	223.89
2.125	265.75
2.135	254.09
2.145	242.1
2.155	205.66
2.165	239.74
2.345	157.74
2.355	156.81
2.365	154.65
2.375	151.75
2.385	137.44
2.395	126.36
2.405	145.14
2.415	157.25
2.425	151.43
2.435	146.79
2.445	143.52
2.455	142.63
