time	f0
0.375	246.51
0.385	245.84
0.395	237.13
0.405	234.28
0.415	231.73
0.425	228.07
0.435	219.79
0.445	222.22
0.455	214.89
0.465	223.31
0.475	222.64
0.485	214.5
0.495	215.18
0.505	210.42
0.515	208.01
0.525	202.68
0.535	193.3
0.545	186.08
0.555	194.12
0.565	201.81
0.575	213.7
0.585	212.09
0.595	211.83
0.605	211.33
0.615	210.64
0.625	209
0.635	202.85
0.645	200.65
0.655	200.81
0.665	196.02
0.675	194.53
0.685	194.41
0.695	205.39
0.755	190.25
0.765	200.6
0.775	204.15
0.785	200.37
0.795	198.84
0.805	197.82
0.815	193.3
0.825	192.87
0.835	174.64
0.845	188.82
0.855	191.72
0.865	188.02
0.875	187.31
0.885	184.7
0.895	181.2
0.905	183.22
0.915	181.68
0.925	176.35
0.935	166.56
0.945	165.26
0.955	162.73
0.965	160.3
0.975	162.08
0.985	162.13
0.995	160.94
1.005	157.03
1.015	162.78
1.025	159.74
1.035	161.54
1.045	168.23
1.055	174.05
1.065	176.54
1.075	179.12
1.085	179.97
1.095	180.96
1.105	180.07
1.115	180.18
1.125	180.15
1.135	178.37
1.145	179.15
1.245	190.59
1.255	187.84
1.265	179.18
1.275	173.17
1.285	169.21
1.295	167.18
1.305	163.51
1.315	142.7
1.325	168
1.455	163.72
1.465	159.33
1.475	155.96
1.485	152.94
1.495	152.76
1.505	154.57
1.515	153.6
1.525	157.43
1.535	158.69
1.545	164.54
1.555	166.99
1.565	167.82
1.575	172.09
1.585	177.11
1.595	177.97
1.605	178.97
1.615	176.74
1.625	172.52
1.635	169.44
1.645	163.12
1.655	158.55
1.665	155.07
1.675	151.9
1.685	152.41
1.695	150.26
1.705	142.6
1.815	181.87
1.825	180.4
1.835	180.77
1.845	178.8
1.855	180
1.865	183.28
1.875	189.91
1.885	194.4
1.955	186.25
1.965	177.07
1.975	168.73
1.985	163.03
1.995	160.09
2.005	155.77
2.015	153.4
2.025	150.71
2.035	153.21
2.045	153.02
2.055	156.39
2.065	153.18
2.075	148.46
2.115	181.09
2.125	179.22
2.135	177.3
2.145	176.74
2.155	176.55
2.165	176.34
2.175	176.75
2.185	176.33
2.195	176.24
2.205	174.48
2.215	172.29
2.225	173.74
2.235	177.59
2.245	172.31
2.255	169.24
2.265	174.19
2.275	176.23
2.285	171.17
2.295	168.05
2.305	160.78
2.315	161.58
2.325	168.44
2.335	153.89
2.345	151.52
2.355	149.45
2.365	147.91
2.375	147.92
2.385	148.98
2.395	150
2.405	152.57
2.415	154.23
2.425	158.76
2.465	173.05
2.475	175.83
2.485	186.87
2.495	178.27
2.525	162.53
2.535	154
2.545	151.83
2.555	149.84
2.565	144.58
2.575	151.28
2.585	152.77
2.595	152.09
2.605	153.35
2.615	153.87
2.625	153.18
2.635	157.69
2.645	173.91
2.655	161.48
2.665	175.53
2.675	174.91
2.685	180.8
2.695	180.03
2.705	178.77
2.715	176.75
2.725	176.37
2.735	175.55
2.745	176.65
2.755	166.64
2.765	166.17
2.845	149.75
2.855	143.1
2.865	141.21
2.875	143
2.885	146.17
2.895	144.99
2.905	142.98
2.915	147.2
2.925	145.36
2.935	135.52
2.945	159.06
2.955	158.34
2.965	164.76
2.975	163.78
2.985	169
2.995	169.08
3.005	168.22
3.015	163.69
3.025	161.05
3.165	222.8
3.175	221.95
3.185	216.96
3.195	213.53
3.205	208.78
3.215	206.93
3.225	202.45
3.235	202.26
3.245	199.8
3.255	194.98
3.265	195.54
3.275	194.43
3.285	192.21
3.295	189.21
3.305	194.75
3.315	191.83
3.325	206.72
3.335	198.19
3.485	180.05
3.495	175.42
3.505	175.25
3.515	171.97
3.525	167.3
3.575	158.91
3.585	155.39
3.595	151.35
3.605	145.61
3.675	126.2
