time	f0
0.221	238.22
0.231	211.47
0.241	238.42
0.251	226.76
0.261	215.57
0.271	211.29
0.281	218.92
0.291	214.32
0.301	214.47
0.311	221.81
0.321	225.32
0.331	217.75
0.341	212.07
0.351	211.39
0.361	216.66
0.371	214.55
0.381	220.61
0.391	221.95
0.401	219.81
0.411	217.39
0.421	215.86
0.431	213.65
0.441	212.43
0.451	212.23
0.461	211.28
0.471	210.41
0.481	209.89
0.491	210.47
0.501	209.6
0.511	209.48
0.521	215.83
0.531	212.03
0.541	218.72
0.551	214.93
0.561	216.76
0.571	219.31
0.631	251.78
0.641	260.83
0.651	239.04
0.661	232.1
0.671	223.97
0.681	215.94
0.691	209.69
0.701	229.36
0.711	224.16
0.721	219.08
0.731	229.86
0.741	226.01
0.751	210.12
0.761	229.84
0.911	257.55
0.921	238.17
0.931	233.66
0.941	220.28
0.951	230.23
0.961	229.46
0.971	237.34
1.001	233.28
1.011	232.93
1.021	234.98
1.031	234.84
1.041	237.24
1.051	240.41
1.061	247.5
1.071	245.1
1.081	244.28
1.091	246.39
1.101	248.82
1.111	254.41
1.121	254.21
1.131	249.2
1.141	253.23
1.151	256.45
1.161	254.58
1.171	255.34
1.181	250.2
1.191	243.89
1.201	259.32
1.221	218.07
1.231	225.88
1.391	277.87
1.401	239.32
1.541	230.32
1.551	230.01
1.561	230.12
1.571	229.31
1.581	227.01
1.591	225.44
1.601	221.16
1.611	232.21
1.621	225.71
1.631	229.69
1.641	217.33
1.651	226.5
1.661	224.13
1.671	227.65
1.681	237.2
1.691	231.87
1.701	229.99
1.711	227.43
1.721	224.55
1.731	220.08
1.741	221.2
1.751	223.02
1.761	222.51
1.771	219.86
1.781	217.34
1.791	219.33
1.801	230.7
1.811	217.87
1.821	213.17
1.881	213.14
1.891	208.6
1.901	209.77
1.911	214.87
1.921	215.37
1.991	227.59
2.001	217.51
2.051	219.28
2.061	215.53
2.071	215.8
2.081	212.72
2.091	211.91
2.101	212.67
2.111	208.25
2.121	207.16
2.131	207.66
2.141	206.63
2.151	210.82
2.161	213.8
2.171	209.08
2.181	210.66
2.191	213.46
2.201	210.16
2.211	201.08
2.221	211.98
2.231	200.17
2.241	203.42
2.251	205.73
2.261	207.72
2.271	208.28
2.281	215.93
2.291	209.34
2.301	207.11
2.311	207.38
2.321	202.26
2.331	199.9
2.341	199.69
2.351	198.35
2.361	198.07
2.371	196.13
2.381	197.89
2.391	196.45
2.401	195.65
2.411	195.71
2.421	193.95
3.221	240.04
3.231	207.57
3.241	200.05
3.251	207.15
3.261	204.7
3.271	207.28
3.441	238.54
3.451	216.53
3.461	213.45
3.471	212.31
3.481	211.29
3.491	210.05
3.501	219.49
3.511	213.2
3.521	210.64
3.531	212.82
3.541	195.08
3.551	208.82
3.561	206.5
3.571	247.79
3.581	222.99
3.661	251.63
3.671	223.25
3.681	220.44
3.691	219.43
3.701	216.6
3.711	223.29
3.721	222.19
3.731	214.62
3.741	218.74
3.751	221
3.761	191.65
3.781	239.25
3.791	205
3.801	202.95
3.811	203.63
3.821	203.7
3.831	203
3.841	201.43
3.851	201.54
3.861	200.5
3.871	201.57
3.881	201.66
3.891	202.96
3.901	203.43
3.911	203.8
3.921	204.89
3.931	206.42
3.941	208.35
3.951	209.99
3.961	211.87
3.971	214.94
3.981	219.72
3.991	220.35
4.001	221.84
4.011	220.35
4.021	219.09
4.031	218.51
4.041	218.47
4.051	218.16
4.061	218.33
4.071	225.67
4.081	212.92
4.091	210.1
4.101	207.96
4.111	205.32
4.121	204.78
4.131	204.83
4.141	203.52
4.151	204.64
4.161	205.44
4.171	205
4.181	205.13
4.191	205
4.201	207.82
4.211	207.17
4.221	203.11
4.231	205.53
4.241	208.99
5.581	230.37
5.591	232.14
5.601	236.03
5.611	230.31
5.621	219.7
5.631	222.46
5.691	266.43
5.701	228.52
5.711	218.69
5.721	216.29
5.731	216.81
5.741	228.8
5.751	218.27
5.761	212.15
5.771	214.66
5.781	217.97
5.791	212.06
5.801	211.31
5.811	204.06
5.821	205.5
5.831	204.75
5.841	203.83
5.851	201.02
5.861	200.07
5.871	196.57
5.881	193.31
5.891	190.77
5.901	190.12
5.911	184.46
5.921	182.6
5.931	175.43
5.941	177.46
5.951	177.13
5.961	192.88
5.971	175.31
5.981	177.95
5.991	186.76
6.001	195.15
6.011	196.33
6.021	200.39
6.031	208.79
6.041	258.57
6.051	216.9
6.061	204.94
6.071	210.94
6.121	240.88
6.131	223.47
6.141	217.23
6.151	206.49
6.161	206.15
6.171	207.81
6.181	210.77
6.191	208.25
6.201	211.56
6.211	202.81
6.221	200.78
6.231	198.87
6.241	197.88
6.251	195.36
6.261	196.17
6.271	196.15
6.281	197.57
6.291	198.09
6.301	219.63
6.311	224.29
6.341	201.86
6.351	224.88
6.361	210.44
6.371	206.66
6.381	210.16
6.391	211.85
6.401	210.36
6.411	206.06
6.421	204.42
6.431	205.11
6.441	204.61
6.481	204.37
6.491	193.81
6.501	196.72
6.511	196.12
6.521	198.59
6.531	200.7
6.541	204.04
6.551	203.2
6.561	203.14
6.571	215.16
6.581	211.14
6.591	212.37
6.601	220.88
6.611	216.91
6.621	235.37
6.631	223.03
6.641	217.13
6.651	213.14
6.661	213.74
6.671	212.22
6.681	211.28
6.691	202.76
6.701	202.09
6.711	202.42
6.721	205.21
6.731	210.2
6.741	215.87
6.751	209.03
6.781	211.2
6.791	208.05
6.801	221.61
6.811	238.1
6.831	219.22
6.841	221.83
6.851	214.15
6.861	217.88
6.871	225.54
6.881	224.12
6.891	225.97
6.901	234.99
6.911	218.78
6.921	212.45
6.931	202.52
6.941	201.02
6.951	199.4
6.961	198.66
6.971	201.22
6.981	201.47
6.991	197.93
7.001	216.52
7.011	202.63
7.021	201.56
7.031	203.89
7.041	209.24
7.051	214.99
7.061	213.47
7.071	212.4
7.081	221.8
7.091	219.79
7.101	229.82
7.111	224.28
7.121	222.09
7.131	219.39
7.141	219.63
7.151	216.92
7.161	218.76
7.171	221.47
7.181	219.84
7.191	220.94
7.201	221.49
7.211	221.89
7.741	271.09
7.751	239.31
7.761	237.88
7.771	235.42
7.781	235.4
7.791	235.24
7.801	232.37
7.811	228.38
7.821	229.45
7.831	230.03
7.841	227.02
7.851	216.86
7.861	215.94
7.871	209.01
7.881	202.89
7.891	195.85
7.901	193.1
7.911	185.04
7.921	185.13
7.931	184.26
7.941	185.96
7.951	188.91
7.961	189.96
7.971	189.48
7.981	186.22
7.991	193.77
8.001	186.23
8.011	182.84
8.021	185.12
