time	f0
0.01	255.77
0.02	263.95
0.03	262.81
0.04	258.36
0.05	257.63
0.06	259.48
0.21	248.31
0.22	245.72
0.23	242.96
0.24	245.45
0.25	246.52
0.26	238.52
0.27	240.76
0.28	229.1
0.33	232.25
0.34	230.22
0.41	241.79
0.42	243.6
0.43	246.18
0.44	250.08
0.45	252.16
0.46	254.49
0.47	259.31
0.48	265.01
0.49	268.98
0.5	271.31
0.51	272.3
0.52	276.75
0.53	276.11
0.54	275.42
0.55	266.08
0.56	275.02
0.57	275.75
0.58	276.29
0.59	278.59
0.71	276.91
0.72	267.67
0.73	264.76
0.74	263.98
0.75	263.82
0.76	264.55
0.77	263.5
0.78	264.49
0.79	265.74
0.8	263.47
0.88	263.36
0.89	260.12
0.9	256.22
0.91	253.23
0.92	251.17
0.93	249.27
0.94	250.79
0.95	249.5
0.96	242.25
0.97	243.68
0.98	246.39
0.99	239.57
1	235.67
1.07	267.25
1.08	265.29
1.09	261.35
1.1	250.29
1.11	255.42
1.12	259.93
1.13	260.87
1.14	258.59
1.15	263.49
1.16	262.39
1.17	262.43
1.18	260.07
1.19	251.6
1.2	256.62
1.21	254.5
1.22	244.92
1.23	236.67
1.31	255.65
1.32	250.17
1.33	248.28
1.34	254.71
1.35	244.24
1.36	241.94
1.37	237.98
1.38	236.25
1.39	236.21
1.4	235.5
1.41	236.3
1.42	234.15
1.43	232.63
1.44	234.65
1.45	226.59
1.46	225.77
1.47	226.2
1.48	227.13
1.49	229.03
1.5	227.05
1.51	229.37
1.52	226.87
1.53	224.77
1.54	223.58
1.55	224.39
1.56	222.21
1.57	221.91
1.58	221.29
1.59	219.52
1.6	219.28
1.61	221.87
1.62	221.89
1.63	221.48
1.64	219.55
1.65	222.17
1.66	220.6
1.67	228.17
1.68	223.4
1.69	219.57
1.74	215.75
1.75	216.53
1.76	218.1
1.97	227.52
1.98	226.87
1.99	226.74
2	227.85
2.01	231.89
2.02	234
2.03	241.33
2.04	244.78
2.05	239.55
2.06	247.82
2.07	239.68
2.08	239.31
2.09	244.62
2.1	240.25
2.11	233.02
2.12	241.89
2.17	253.54
2.18	239.62
2.19	242.75
2.33	268.49
2.34	265.18
2.35	269.27
2.36	270.47
2.37	270.07
2.38	271.11
2.39	262.15
2.4	251.66
2.41	259.86
2.42	262.41
2.43	260.2
2.44	259.14
2.45	253.32
2.46	249.3
2.47	249.22
2.48	242.55
2.49	237.61
2.5	231.45
2.51	245.42
2.59	162.81
2.61	280.56
2.62	281.06
2.63	279.91
2.64	209.96
2.65	212.37
2.66	212.06
2.67	211.09
2.68	211.11
2.69	210.61
2.7	209.36
2.71	209.17
2.72	208.36
2.73	206.7
2.74	206.47
2.75	206.04
2.76	204.93
2.77	205.51
2.78	205.78
2.79	205.16
2.8	204.79
2.81	206.38
2.82	207.34
2.83	208.72
2.84	209.72
2.85	209.59
2.86	209.48
2.87	210
2.88	209.58
2.89	207.64
2.9	207.01
3.05	220.72
3.06	220.63
3.07	220.81
3.08	208.64
3.09	221.35
3.1	220.29
3.11	220.83
3.18	233.79
3.19	238.63
3.2	241.33
3.21	242.29
3.22	242.62
